quote,value
GBP.SWAP3M.5Y,0.6797
GBP.SWAP3M.6Y,0.6759
GBP.SWAP3M.7Y,0.6785
GBP.SWAP3M.8Y,0.6845
GBP.SWAP3M.9Y,0.6935
GBP.SWAP3M.10Y,0.704
GBP.SWAP3M.11Y,0.7133
GBP.SWAP3M.12Y,0.721
GBP.SWAP3M.15Y,0.7402
GBP.SWAP3M.20Y,0.7477
GBP.SWAP3M.25Y,0.7425
GBP.SWAP3M.30Y,0.7375
GBP.SWAP3M.40Y,0.7337
GBP.DEPOSIT.6M,0.83425
GBP.FRA.1M,0.8215
GBP.FRA.2M,0.819
GBP.FRA.3M,0.809
GBP.FRA.4M,0.788
GBP.FRA.5M,0.775
GBP.FRA.6M,0.769
GBP.FRA.9M,0.752
GBP.FRA.12M,0.757
GBP.SWAP.2Y,0.7705
GBP.SWAP.3Y,0.759
GBP.SWAP.4Y,0.748
GBP.SWAP.5Y,0.7425
GBP.SWAP.6Y,0.74184
GBP.SWAP.7Y,0.74505
GBP.SWAP.8Y,0.7535
GBP.SWAP.9Y,0.7635
GBP.SWAP.10Y,0.774
GBP.SWAP.12Y,0.793
GBP.SWAP.15Y,0.811
GBP.SWAP.20Y,0.821
GBP.SWAP.25Y,0.816
GBP.SWAP.30Y,0.8085
GBP.SWAP.40Y,0.8075
GBP.SWAP.50Y,0.796
GBP.DEPOSIT.1W,0.69688
GBP.DEPOSIT.1M,0.71388
GBP.SWAP1M.2M,0.7135
GBP.SWAP1M.3M,0.7105
GBP.SWAP1M.6M,0.6875
GBP.SWAP1M.9M,0.6665
GBP.BASIS3M1M.1Y,9.378
GBP.BASIS3M1M.2Y,8.758
GBP.BASIS3M1M.3Y,8.6
GBP.BASIS3M1M.4Y,8.35
GBP.BASIS3M1M.5Y,8.2
GBP.BASIS3M1M.6Y,8.047
GBP.BASIS3M1M.7Y,7.8
GBP.BASIS3M1M.8Y,7.8
GBP.BASIS3M1M.9Y,7.6
GBP.BASIS3M1M.10Y,7.7
GBP.BASIS3M1M.12Y,7.3
GBP.BASIS3M1M.15Y,7.4
GBP.BASIS3M1M.20Y,7.25
GBP.BASIS3M1M.25Y,7.15
GBP.BASIS3M1M.30Y,7.05
SGD.DEPOSIT.3M,1.7499099999999999
SGD.SWAP3M.6M,1.6825
SGD.SWAP3M.9M,1.67
SGD.BASIS6M3M.1Y,2.75
SGD.BASIS6M3M.18M,2.25
SGD.BASIS6M3M.2Y,2.0
SGD.BASIS6M3M.3Y,1.5
SGD.BASIS6M3M.4Y,0.815
SGD.BASIS6M3M.5Y,0.5
SGD.BASIS6M3M.6Y,0.375
SGD.BASIS6M3M.7Y,0.375
SGD.BASIS6M3M.8Y,0.37
SGD.BASIS6M3M.9Y,0.37
SGD.BASIS6M3M.10Y,-0.125
SGD.BASIS6M3M.12Y,0.375
SGD.BASIS6M3M.15Y,-1.625
SGD.BASIS6M3M.20Y,-2.125
SGD.BASIS6M3M.30Y,0.375
SEK.DEPOSIT.3M,-0.052
SEK.IMMFRA.1,-0.08
SEK.IMMFRA.2,-0.085
SEK.IMMFRA.3,-0.09
SEK.IMMFRA.4,-0.11
SEK.IMMFRA.5,-0.11
SEK.SWAP3M.2Y,-0.094
SEK.SWAP3M.3Y,-0.091
SEK.SWAP3M.4Y,-0.0625
SEK.SWAP3M.5Y,-0.015
SEK.SWAP3M.6Y,0.0475
SEK.SWAP3M.7Y,0.1145
SEK.SWAP3M.8Y,0.1801
SEK.SWAP3M.9Y,0.2472
SEK.SWAP3M.10Y,0.312
SEK.SWAP3M.15Y,0.563
SEK.SWAP3M.20Y,0.678
SEK.SWAP3M.30Y,0.6905
MXN.DEPOSIT.28D,8.195
MXN.SWAP.3M,8.0
MXN.SWAP.6M,7.765
MXN.SWAP.9M,7.55
MXN.SWAP.1Y,7.325
MXN.SWAP.2Y,6.905
MXN.SWAP.3Y,6.74
MXN.SWAP.4Y,6.725
MXN.SWAP.5Y,6.73
MXN.SWAP.7Y,6.805
MXN.SWAP.10Y,6.97
MXN.SWAP.15Y,7.185
MXN.SWAP.20Y,7.28
MXN.SWAP.30Y,7.35
DKK.ON.1D,-0.6361
DKK.OIS.1M,-0.648
DKK.OIS.2M,-0.637
DKK.OIS.3M,-0.633
DKK.OIS.6M,-0.651
DKK.OIS.9M,-0.671
DKK.OIS.1Y,-0.687
DKK.OIS.18M,-0.705
DKK.OIS.2Y,-0.7112
DKK.OIS.3Y,-0.706
DKK.OIS.4Y,-0.6958
DKK.OIS.5Y,-0.6662
DKK.OIS.6Y,-0.619
DKK.OIS.7Y,-0.566
DKK.OIS.8Y,-0.504
DKK.OIS.9Y,-0.4385
DKK.OIS.10Y,-0.376
DKK.OIS.12Y,-0.2595
DKK.OIS.15Y,-0.119
DKK.OIS.20Y,0.014
DKK.OIS.25Y,0.058
DKK.OIS.30Y,0.06
DKK.DEPOSIT.6M,-0.2925
DKK.FRA.2,-0.36
DKK.SWAP.2Y,-0.344
DKK.SWAP.3Y,-0.3428
DKK.SWAP.4Y,-0.3235
DKK.SWAP.5Y,-0.2941
DKK.SWAP.6Y,-0.248
DKK.SWAP.7Y,-0.197
DKK.SWAP.8Y,-0.137
DKK.SWAP.9Y,-0.074
DKK.SWAP.10Y,-0.015
DKK.SWAP.12Y,0.098
DKK.SWAP.15Y,0.2314
DKK.SWAP.20Y,0.3461
DKK.SWAP.25Y,0.379
DKK.SWAP.30Y,0.3709
DKK.DEPOSIT.3M,-0.4325
DKK.FRA3M.1,-0.5
DKK.FRA3M.2,-0.51
DKK.FRA3M.3,-0.52
DKK.FRA3M.4,-0.525
DKK.FRA3M.5,-0.53
DKK.BASIS6M3M.2Y,15.205
DKK.BASIS6M3M.3Y,15.25
DKK.BASIS6M3M.4Y,14.995
DKK.BASIS6M3M.5Y,14.75
DKK.BASIS6M3M.6Y,14.3
DKK.BASIS6M3M.7Y,14.25
DKK.BASIS6M3M.8Y,13.7
DKK.BASIS6M3M.9Y,13.3
DKK.BASIS6M3M.10Y,12.75
NOK.DEPOSIT.6M,1.77
NOK.FRA.2,1.825
NOK.FRA.3,1.8
NOK.FRA.4,1.7810000000000001
NOK.FRA.5,1.75
NOK.SWAP.2Y,1.806
NOK.SWAP.3Y,1.755
NOK.SWAP.4Y,1.725
NOK.SWAP.5Y,1.7029999999999998
NOK.SWAP.6Y,1.6975
NOK.SWAP.7Y,1.6975
NOK.SWAP.8Y,1.705
NOK.SWAP.9Y,1.718
NOK.SWAP.10Y,1.73
NOK.SWAP.12Y,1.752
NOK.SWAP.15Y,1.792
NOK.SWAP.20Y,1.842
NOK.SWAP.25Y,1.842
NOK.SWAP.30Y,1.85
NOK.DEPOSIT.3M,1.62
NOK.FRA3M.1,1.7650000000000001
NOK.FRA3M.2,1.75
NOK.FRA3M.3,1.725
NOK.FRA3M.4,1.73
NOK.FRA3M.5,1.655
NOK.BASIS6M3M.2Y,5.1
NOK.BASIS6M3M.3Y,5.61
NOK.BASIS6M3M.4Y,5.71
NOK.BASIS6M3M.5Y,5.72
NOK.BASIS6M3M.6Y,5.72
NOK.BASIS6M3M.7Y,5.72
NOK.BASIS6M3M.8Y,5.72
NOK.BASIS6M3M.9Y,5.72
NOK.BASIS6M3M.10Y,5.75
CLP.OIS.3M,1.88
CLP.OIS.6M,1.795
CLP.OIS.9M,1.755
CLP.OIS.12M,1.7349999999999999
CLP.OIS.18M,1.7349999999999999
CLP.OIS.2Y,1.75
CLP.OIS.3Y,1.9
CLP.OIS.4Y,2.05
CLP.OIS.5Y,2.18
CLP.OIS.6Y,2.285
CLP.OIS.7Y,2.39
CLP.OIS.8Y,2.475
CLP.OIS.9Y,2.55
CLP.OIS.10Y,2.62
CLP.OIS.15Y,2.725
CLP.OIS.20Y,2.82
NZD.DEPOSIT.3M,1.15
NZD.FUTURE.1,98.92
NZD.FUTURE.2,99.01
NZD.FUTURE.3,99.03
NZD.FUTURE.4,99.04
NZD.FUTURE.5,99.07
NZD.FUTURE.6,99.07
NZD.SWAP3M.2Y,0.97
NZD.SWAP3M.3Y,0.9525
NZD.SWAP3M.4Y,0.9625
NZD.SWAP3M.5Y,1.0
NZD.SWAP3M.6Y,1.0575
NZD.SWAP3M.7Y,1.12
NZD.SWAP3M.8Y,1.1825
NZD.SWAP3M.9Y,1.245
NZD.SWAP3M.10Y,1.3025
NZD.SWAP3M.12Y,1.41
NZD.SWAP3M.15Y,1.5350000000000001
NZD.SWAP3M.20Y,1.685
USD.ON.1D,2.25
USD.OIS.1W,1.885
USD.OIS.2W,1.9409999999999998
USD.OIS.3W,1.917
USD.OIS.1M,1.911
USD.OIS.2M,1.874
USD.OIS.3M,1.841
USD.OIS.4M,1.802
USD.OIS.5M,1.7650000000000001
USD.OIS.6M,1.737
USD.OIS.9M,1.6511
USD.OIS.12M,1.5897000000000001
USD.OIS.18M,1.488
USD.OIS.2Y,1.426
USD.OIS.3Y,1.362
USD.OIS.4Y,1.333
USD.OIS.5Y,1.326
CAD.ON.1D,1.7482
CAD.OIS.1W,1.749
CAD.OIS.2W,1.749
CAD.OIS.1M,1.756
CAD.OIS.2M,1.7429999999999999
CAD.OIS.3M,1.729
CAD.OIS.4M,1.7189999999999999
CAD.OIS.5M,1.71
CAD.OIS.6M,1.701
CAD.OIS.9M,1.679
CAD.OIS.1Y,1.654
CAD.OIS.2Y,1.55
CAD.OIS.3Y,1.4969999999999999
CAD.OIS.4Y,1.465
CAD.OIS.5Y,1.443
CAD.DEPOSIT.1D,1.75
CAD.DEPOSIT.1M,1.955
CAD.DEPOSIT.2M,1.96
CAD.DEPOSIT.3M,1.97
CAD.FUTURE.1,98.029
CAD.FUTURE.2,97.975
CAD.FUTURE.3,98.065
CAD.FUTURE.4,98.105
CAD.FUTURE.5,98.165
CAD.FUTURE.6,98.195
CAD.SWAP.2Y,1.8641
CAD.SWAP.3Y,1.8201
CAD.SWAP.4Y,1.788
CAD.SWAP.5Y,1.7727
CAD.SWAP.6Y,1.7622
CAD.SWAP.7Y,1.767
CAD.SWAP.8Y,1.779
CAD.SWAP.9Y,1.794
CAD.SWAP.10Y,1.811
CAD.SWAP.12Y,1.862
CAD.SWAP.15Y,1.933
CAD.SWAP.20Y,1.9929999999999999
CAD.SWAP.25Y,1.9691
CAD.SWAP.30Y,1.9346999999999999
CAD.SWAP1M.2M,1.956
CAD.SWAP1M.3M,1.9561
CAD.SWAP1M.6M,1.9491
CAD.SWAP1M.9M,1.936
CAD.SWAP1M.12M,1.9220000000000002
CAD.BASIS1M3M.2Y,3.0
CAD.BASIS1M3M.3Y,3.0
CAD.BASIS1M3M.4Y,3.125
CAD.BASIS1M3M.5Y,3.5
CAD.BASIS1M3M.7Y,3.0
CAD.BASIS1M3M.10Y,2.5
CAD.BASIS1M3M.12Y,2.55
CAD.BASIS1M3M.15Y,2.25
CAD.BASIS1M3M.20Y,2.0
CAD.BASIS1M3M.30Y,1.75
CNY.DEPOSIT.1D,2.65
CNY.DEPOSIT.7D,2.7
CNY.OIS.3M,2.695
CNY.OIS.6M,2.715
CNY.OIS.9M,2.715
CNY.OIS.1Y,2.7125
CNY.OIS.2Y,2.74
CNY.OIS.3Y,2.805
CNY.OIS.4Y,2.88
CNY.OIS.5Y,2.955
CNY.OIS.7Y,3.09
CNY.OIS.10Y,3.24
