quote,value
GBP.SWAP3M.5Y,0.7345
GBP.SWAP3M.6Y,0.733
GBP.SWAP3M.7Y,0.739
GBP.SWAP3M.8Y,0.7472
GBP.SWAP3M.9Y,0.7575
GBP.SWAP3M.10Y,0.767
GBP.SWAP3M.11Y,0.777
GBP.SWAP3M.12Y,0.785
GBP.SWAP3M.15Y,0.8042
GBP.SWAP3M.20Y,0.8156
GBP.SWAP3M.25Y,0.813
GBP.SWAP3M.30Y,0.8106
GBP.SWAP3M.40Y,0.8125
GBP.DEPOSIT.6M,0.8515
GBP.FRA.1M,0.85
GBP.FRA.2M,0.84
GBP.FRA.3M,0.84
GBP.FRA.4M,0.83
GBP.FRA.5M,0.82
GBP.FRA.6M,0.81
GBP.FRA.9M,0.8
GBP.FRA.12M,0.8
GBP.SWAP.2Y,0.8125
GBP.SWAP.3Y,0.8035
GBP.SWAP.4Y,0.8002
GBP.SWAP.5Y,0.7975
GBP.SWAP.6Y,0.7985
GBP.SWAP.7Y,0.8055
GBP.SWAP.8Y,0.81205
GBP.SWAP.9Y,0.8235
GBP.SWAP.10Y,0.8351
GBP.SWAP.12Y,0.8551
GBP.SWAP.15Y,0.8747
GBP.SWAP.20Y,0.8896
GBP.SWAP.25Y,0.88575
GBP.SWAP.30Y,0.8827
GBP.SWAP.40Y,0.8807
GBP.SWAP.50Y,0.8745
GBP.DEPOSIT.1W,0.69013
GBP.DEPOSIT.1M,0.714
GBP.SWAP1M.2M,0.7185
GBP.SWAP1M.3M,0.7215
GBP.SWAP1M.6M,0.7115
GBP.SWAP1M.9M,0.688
GBP.BASIS3M1M.1Y,9.499
GBP.BASIS3M1M.2Y,8.8
GBP.BASIS3M1M.3Y,8.6
GBP.BASIS3M1M.4Y,8.25
GBP.BASIS3M1M.5Y,8.15
GBP.BASIS3M1M.6Y,8.046
GBP.BASIS3M1M.7Y,7.8
GBP.BASIS3M1M.8Y,7.8
GBP.BASIS3M1M.9Y,7.6
GBP.BASIS3M1M.10Y,7.746
GBP.BASIS3M1M.12Y,7.3
GBP.BASIS3M1M.15Y,7.496
GBP.BASIS3M1M.20Y,7.346
GBP.BASIS3M1M.25Y,7.246
GBP.BASIS3M1M.30Y,7.196
SGD.DEPOSIT.3M,1.7836400000000001
SGD.SWAP3M.6M,1.7349999999999999
SGD.SWAP3M.9M,1.67
SGD.BASIS6M3M.1Y,2.75
SGD.BASIS6M3M.18M,2.25
SGD.BASIS6M3M.2Y,2.0
SGD.BASIS6M3M.3Y,1.5
SGD.BASIS6M3M.4Y,0.5
SGD.BASIS6M3M.5Y,0.5
SGD.BASIS6M3M.6Y,0.375
SGD.BASIS6M3M.7Y,0.5
SGD.BASIS6M3M.8Y,0.37
SGD.BASIS6M3M.9Y,0.37
SGD.BASIS6M3M.10Y,0.5
SGD.BASIS6M3M.12Y,0.375
SGD.BASIS6M3M.15Y,-1.625
SGD.BASIS6M3M.20Y,-2.125
SGD.BASIS6M3M.30Y,0.375
SEK.DEPOSIT.3M,-0.041
SEK.IMMFRA.1,-0.041
SEK.IMMFRA.2,-0.041
SEK.IMMFRA.3,-0.041
SEK.IMMFRA.4,-0.051
SEK.IMMFRA.5,-0.036
SEK.SWAP3M.2Y,-0.05
SEK.SWAP3M.3Y,-0.025
SEK.SWAP3M.4Y,0.025
SEK.SWAP3M.5Y,0.083
SEK.SWAP3M.6Y,0.144
SEK.SWAP3M.7Y,0.2175
SEK.SWAP3M.8Y,0.285
SEK.SWAP3M.9Y,0.355
SEK.SWAP3M.10Y,0.42
SEK.SWAP3M.15Y,0.68
SEK.SWAP3M.20Y,0.805
SEK.SWAP3M.30Y,0.8475
MXN.DEPOSIT.28D,8.2
MXN.SWAP.3M,8.03
MXN.SWAP.6M,7.82
MXN.SWAP.9M,7.62
MXN.SWAP.1Y,7.4
MXN.SWAP.2Y,7.0
MXN.SWAP.3Y,6.83
MXN.SWAP.4Y,6.83
MXN.SWAP.5Y,6.83
MXN.SWAP.7Y,6.905
MXN.SWAP.10Y,7.08
MXN.SWAP.15Y,7.27
MXN.SWAP.20Y,7.38
MXN.SWAP.30Y,7.465
DKK.ON.1D,-0.6332
DKK.OIS.1M,-0.649
DKK.OIS.2M,-0.64
DKK.OIS.3M,-0.6337
DKK.OIS.6M,-0.6469
DKK.OIS.9M,-0.665
DKK.OIS.1Y,-0.681
DKK.OIS.18M,-0.698
DKK.OIS.2Y,-0.7048
DKK.OIS.3Y,-0.696
DKK.OIS.4Y,-0.6808
DKK.OIS.5Y,-0.643
DKK.OIS.6Y,-0.59
DKK.OIS.7Y,-0.5305
DKK.OIS.8Y,-0.4645
DKK.OIS.9Y,-0.3957
DKK.OIS.10Y,-0.3323
DKK.OIS.12Y,-0.2142
DKK.OIS.15Y,-0.0705
DKK.OIS.20Y,0.0627
DKK.OIS.25Y,0.1034
DKK.OIS.30Y,0.0993
DKK.DEPOSIT.6M,-0.2925
DKK.FRA.2,-0.35
DKK.SWAP.2Y,-0.338
DKK.SWAP.3Y,-0.3325
DKK.SWAP.4Y,-0.3076
DKK.SWAP.5Y,-0.2666
DKK.SWAP.6Y,-0.22
DKK.SWAP.7Y,-0.163
DKK.SWAP.8Y,-0.098
DKK.SWAP.9Y,-0.0309
DKK.SWAP.10Y,0.037
DKK.SWAP.12Y,0.1625
DKK.SWAP.15Y,0.3035
DKK.SWAP.20Y,0.4291
DKK.SWAP.25Y,0.4664
DKK.SWAP.30Y,0.4611
DKK.DEPOSIT.3M,-0.4325
DKK.FRA3M.1,-0.49
DKK.FRA3M.2,-0.51
DKK.FRA3M.3,-0.5
DKK.FRA3M.4,-0.5218
DKK.FRA3M.5,-0.5095
DKK.BASIS6M3M.2Y,15.094
DKK.BASIS6M3M.3Y,15.349
DKK.BASIS6M3M.4Y,15.0
DKK.BASIS6M3M.5Y,14.755
DKK.BASIS6M3M.6Y,14.35
DKK.BASIS6M3M.7Y,14.258
DKK.BASIS6M3M.8Y,13.7
DKK.BASIS6M3M.9Y,13.3
DKK.BASIS6M3M.10Y,12.75
NOK.DEPOSIT.6M,1.79
NOK.FRA.2,1.795
NOK.FRA.3,1.783
NOK.FRA.4,1.775
NOK.FRA.5,1.755
NOK.SWAP.2Y,1.8075
NOK.SWAP.3Y,1.775
NOK.SWAP.4Y,1.76
NOK.SWAP.5Y,1.7525
NOK.SWAP.6Y,1.755
NOK.SWAP.7Y,1.7625
NOK.SWAP.8Y,1.775
NOK.SWAP.9Y,1.79
NOK.SWAP.10Y,1.8050000000000002
NOK.SWAP.12Y,1.83
NOK.SWAP.15Y,1.8599999999999999
NOK.SWAP.20Y,1.9100000000000001
NOK.SWAP.25Y,1.9100000000000001
NOK.SWAP.30Y,1.925
NOK.DEPOSIT.3M,1.65
NOK.FRA3M.1,1.745
NOK.FRA3M.2,1.7349999999999999
NOK.FRA3M.3,1.7149999999999999
NOK.FRA3M.4,1.73
NOK.FRA3M.5,1.67
NOK.BASIS6M3M.2Y,5.7
NOK.BASIS6M3M.3Y,5.92
NOK.BASIS6M3M.4Y,5.9399999999999995
NOK.BASIS6M3M.5Y,5.91
NOK.BASIS6M3M.6Y,5.88
NOK.BASIS6M3M.7Y,5.86
NOK.BASIS6M3M.8Y,5.85
NOK.BASIS6M3M.9Y,5.83
NOK.BASIS6M3M.10Y,5.84
CLP.OIS.3M,1.8900000000000001
CLP.OIS.6M,1.8050000000000002
CLP.OIS.9M,1.755
CLP.OIS.12M,1.74
CLP.OIS.18M,1.7349999999999999
CLP.OIS.2Y,1.76
CLP.OIS.3Y,1.905
CLP.OIS.4Y,2.06
CLP.OIS.5Y,2.185
CLP.OIS.6Y,2.29
CLP.OIS.7Y,2.4
CLP.OIS.8Y,2.48
CLP.OIS.9Y,2.555
CLP.OIS.10Y,2.625
CLP.OIS.15Y,2.75
CLP.OIS.20Y,2.8449999999999998
NZD.DEPOSIT.3M,1.1400000000000001
NZD.FUTURE.1,98.91
NZD.FUTURE.2,99.0
NZD.FUTURE.3,99.03
NZD.FUTURE.4,99.04
NZD.FUTURE.5,99.05
NZD.FUTURE.6,99.05
NZD.SWAP3M.2Y,1.0225
NZD.SWAP3M.3Y,1.02
NZD.SWAP3M.4Y,1.045
NZD.SWAP3M.5Y,1.09
NZD.SWAP3M.6Y,1.15
NZD.SWAP3M.7Y,1.22
NZD.SWAP3M.8Y,1.2875
NZD.SWAP3M.9Y,1.35
NZD.SWAP3M.10Y,1.4075
NZD.SWAP3M.12Y,1.5175
NZD.SWAP3M.15Y,1.6425
NZD.SWAP3M.20Y,1.7925
USD.ON.1D,2.25
USD.OIS.1W,1.9569999999999999
USD.OIS.2W,1.948
USD.OIS.3W,1.931
USD.OIS.1M,1.9205
USD.OIS.2M,1.884
USD.OIS.3M,1.846
USD.OIS.4M,1.795
USD.OIS.5M,1.7570000000000001
USD.OIS.6M,1.724
USD.OIS.9M,1.635
USD.OIS.12M,1.572
USD.OIS.18M,1.472
USD.OIS.2Y,1.414
USD.OIS.3Y,1.359
USD.OIS.4Y,1.338
USD.OIS.5Y,1.338
CAD.ON.1D,1.7633999999999999
CAD.OIS.1W,1.75
CAD.OIS.2W,1.751
CAD.OIS.1M,1.7610000000000001
CAD.OIS.2M,1.7469999999999999
CAD.OIS.3M,1.741
CAD.OIS.4M,1.724
CAD.OIS.5M,1.713
CAD.OIS.6M,1.708
CAD.OIS.9M,1.6909999999999998
CAD.OIS.1Y,1.665
CAD.OIS.2Y,1.5655000000000001
CAD.OIS.3Y,1.528
CAD.OIS.4Y,1.494
CAD.OIS.5Y,1.4769999999999999
CAD.DEPOSIT.1D,1.75
CAD.DEPOSIT.1M,1.9537499999999999
CAD.DEPOSIT.2M,1.96
CAD.DEPOSIT.3M,1.97125
CAD.FUTURE.1,98.029
CAD.FUTURE.2,97.97
CAD.FUTURE.3,98.05
CAD.FUTURE.4,98.095
CAD.FUTURE.5,98.15
CAD.FUTURE.6,98.18
CAD.SWAP.2Y,1.8940000000000001
CAD.SWAP.3Y,1.85
CAD.SWAP.4Y,1.8199
CAD.SWAP.5Y,1.8063
CAD.SWAP.6Y,1.8007
CAD.SWAP.7Y,1.807
CAD.SWAP.8Y,1.818
CAD.SWAP.9Y,1.8399999999999999
CAD.SWAP.10Y,1.8599999999999999
CAD.SWAP.12Y,1.911
CAD.SWAP.15Y,1.9843
CAD.SWAP.20Y,2.0564
CAD.SWAP.25Y,2.0385
CAD.SWAP.30Y,2.0052
CAD.SWAP1M.2M,1.959
CAD.SWAP1M.3M,1.962
CAD.SWAP1M.6M,1.9609999999999999
CAD.SWAP1M.9M,1.95
CAD.SWAP1M.12M,1.9344999999999999
CAD.BASIS1M3M.2Y,3.0
CAD.BASIS1M3M.3Y,3.0
CAD.BASIS1M3M.4Y,3.0
CAD.BASIS1M3M.5Y,3.625
CAD.BASIS1M3M.7Y,3.0
CAD.BASIS1M3M.10Y,2.5
CAD.BASIS1M3M.12Y,2.55
CAD.BASIS1M3M.15Y,2.25
CAD.BASIS1M3M.20Y,2.5
CAD.BASIS1M3M.30Y,1.875
CNY.DEPOSIT.1D,2.35
CNY.DEPOSIT.7D,2.66
CNY.OIS.3M,2.66
CNY.OIS.6M,2.66
CNY.OIS.9M,2.66
CNY.OIS.1Y,2.66
CNY.OIS.2Y,2.69
CNY.OIS.3Y,2.745
CNY.OIS.4Y,2.815
CNY.OIS.5Y,2.895
CNY.OIS.7Y,3.03
CNY.OIS.10Y,3.18
