quote,ticker
NZD.SWAP3M.2Y,NDSWAP2 BGN  Curncy
NZD.SWAP3M.3Y,NDSWAP3 BGN  Curncy
NZD.SWAP3M.4Y,NDSWAP4 BGN  Curncy
NZD.SWAP3M.5Y,NDSWAP5 BGN  Curncy
NZD.SWAP3M.6Y,NDSWAP6 BGN  Curncy
NZD.SWAP3M.7Y,NDSWAP7 BGN  Curncy
NZD.SWAP3M.8Y,NDSWAP8 BGN  Curncy
NZD.SWAP3M.9Y,NDSWAP9 BGN  Curncy
NZD.SWAP3M.10Y,NDSWAP10 BGN  Curncy
NZD.SWAP3M.12Y,NDSWAP12 BGN  Curncy
NZD.SWAP3M.15Y,NDSWAP15 BGN  Curncy
NZD.SWAP3M.20Y,NDSWAP20 BGN  Curncy

USD.ON.1D,FEDL01 Index
USD.OIS.1W,USSO1Z BGN  Curncy
USD.OIS.2W,USSO2Z BGN  Curncy
USD.OIS.3W,USSO3Z BGN  Curncy
USD.OIS.1M,USSOA BGN  Curncy
USD.OIS.2M,USSOB BGN  Curncy
USD.OIS.3M,USSOC BGN  Curncy
USD.OIS.4M,USSOD BGN  Curncy
USD.OIS.5M,USSOE BGN  Curncy
USD.OIS.6M,USSOF BGN  Curncy
USD.OIS.9M,USSOI BGN  Curncy
USD.OIS.12M,USSO1 BGN  Curncy
USD.OIS.18M,USSO1F BGN  Curncy
USD.OIS.2Y,USSO2 BGN  Curncy
USD.OIS.3Y,USSO3 BGN  Curncy
USD.OIS.4Y,USSO4 BGN  Curncy
USD.OIS.5Y,USSO5 BGN  Curncy

CAD.ON.1D,CAONREPO Index
CAD.OIS.1W,CDSO1Z BGN  Curncy
CAD.OIS.2W,CDSO2Z BGN  Curncy
CAD.OIS.1M,CDSOA BGN  Curncy
CAD.OIS.2M,CDSOB BGN  Curncy
CAD.OIS.3M,CDSOC BGN  Curncy
CAD.OIS.4M,CDSOD BGN  Curncy
CAD.OIS.5M,CDSOE BGN  Curncy
CAD.OIS.6M,CDSOF BGN  Curncy
CAD.OIS.9M,CDSOI BGN  Curncy
CAD.OIS.1Y,CDSO1 BGN  Curncy
CAD.OIS.2Y,CDSO2 BGN  Curncy
CAD.OIS.3Y,CDSO3 BGN  Curncy
CAD.OIS.4Y,CDSO4 BGN  Curncy
CAD.OIS.5Y,CDSO5 BGN  Curncy

CAD.DEPOSIT.1D,CCLR Index
CAD.DEPOSIT.1M,CDOR01 Index
CAD.DEPOSIT.2M,CDOR02 Index
CAD.DEPOSIT.3M,CDOR03 Index
CAD.FUTURE.1,BA1 Comdty
CAD.FUTURE.2,BA2 Comdty
CAD.FUTURE.3,BA3 Comdty
CAD.FUTURE.4,BA4 Comdty
CAD.FUTURE.5,BA5 Comdty
CAD.FUTURE.6,BA6 Comdty
CAD.SWAP.2Y,CDSW2 BGN  Curncy
CAD.SWAP.3Y,CDSW3 BGN  Curncy
CAD.SWAP.4Y,CDSW4 BGN  Curncy
CAD.SWAP.5Y,CDSW5 BGN  Curncy
CAD.SWAP.6Y,CDSW6 BGN  Curncy
CAD.SWAP.7Y,CDSW7 BGN  Curncy
CAD.SWAP.8Y,CDSW8 BGN  Curncy
CAD.SWAP.9Y,CDSW9 BGN  Curncy
CAD.SWAP.10Y,CDSW10 BGN  Curncy
CAD.SWAP.12Y,CDSW12 BGN  Curncy
CAD.SWAP.15Y,CDSW15 BGN  Curncy
CAD.SWAP.20Y,CDSW20 BGN  Curncy
CAD.SWAP.25Y,CDSW25 BGN  Curncy
CAD.SWAP.30Y,CDSW30 BGN  Curncy

CAD.SWAP1M.2M,CDSWAB CMPN Curncy
CAD.SWAP1M.3M,CDSWAC CMPN Curncy
CAD.SWAP1M.6M,CDSWAF CMPN Curncy
CAD.SWAP1M.9M,CDSWAI CMPN Curncy
CAD.SWAP1M.12M,CDSWA1 CMPN Curncy
CAD.BASIS1M3M.2Y,CDBAAC2 Curncy
CAD.BASIS1M3M.3Y,CDBAAC3 Curncy
CAD.BASIS1M3M.4Y,CDBAAC4 Curncy
CAD.BASIS1M3M.5Y,CDBAAC5 Curncy
CAD.BASIS1M3M.7Y,CDBAAC7 Curncy
CAD.BASIS1M3M.10Y,CDBAAC10 Curncy
CAD.BASIS1M3M.12Y,CDBAAC12 Curncy
CAD.BASIS1M3M.15Y,CDBAAC15 Curncy
CAD.BASIS1M3M.20Y,CDBAAC20 Curncy
CAD.BASIS1M3M.30Y,CDBAAC30 Curncy

CNY.DEPOSIT.1D,CNRR001 Index
CNY.DEPOSIT.7D,CNRR007 Index
CNY.OIS.3M,CCSWOC BGN  Curncy
CNY.OIS.6M,CCSWOF BGN  Curncy
CNY.OIS.9M,CCSWOI BGN  Curncy
CNY.OIS.1Y,CCSWO1 BGN  Curncy
CNY.OIS.2Y,CCSWO2 BGN  Curncy
CNY.OIS.3Y,CCSWO3 BGN  Curncy
CNY.OIS.4Y,CCSWO4 BGN  Curncy
CNY.OIS.5Y,CCSWO5 BGN  Curncy
CNY.OIS.7Y,CCSWO7 BGN  Curncy
CNY.OIS.10Y,CCSWO10 BGN  Curncy



